cv,features,model,performance
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled']",Naive Bayes,80.25
5,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled']",Decision Tree,80.25
5,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled']",Naive Bayes,80.25
2,"['pclass', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled']",Gradient Boosting,80.25
60,"['is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'true_fare_scaled', 'age_scaled']",Random Forest,80.21
60,"['pclass', 'is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'true_fare', 'true_fare_scaled', 'age_scaled']",Logistic Regression,80.2
60,"['is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'true_fare_scaled', 'age_scaled']",KNN,80.19
60,"['pclass', 'is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'true_fare', 'true_fare_scaled', 'age_scaled']",SVC,80.19
60,"['pclass', 'is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'true_fare', 'true_fare_scaled', 'age_scaled']",Linear SVC,80.17
60,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Naive Bayes,80.16
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Naive Bayes,80.14
5,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled']",Random Forest,80.14
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Naive Bayes,80.14
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Random Forest,80.13
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Random Forest,80.13
60,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Decision Tree,80.12
60,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Decision Tree,80.04
4,"['pclass', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled']",Decision Tree,80.03
10,"['pclass', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'true_fare_scaled', 'age_scaled']",Random Forest,80.03
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Random Forest,80.03
10,"['is_alone', 'title_1', 'title_2', 'title_3', 'title_4', 'family_scaled', 'group_scaled']",Naive Bayes,80.02
60,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Random Forest,79.99
5,"['family_size', 'group_size', 'sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",KNN,79.92
10,"['pclass', 'is_alone', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled', 'family_scaled', 'group_scaled']",Random Forest,79.92
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled']",Decision Tree,79.91
10,"['pclass', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'true_fare_scaled', 'age_scaled']",Logistic Regression,79.91
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Random Forest,79.91
3,"['pclass', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled']",Naive Bayes,79.91
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Random Forest,79.91
60,"['pclass', 'is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'true_fare', 'true_fare_scaled', 'age_scaled']",Random Forest,79.88
60,"['pclass', 'is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'true_fare', 'true_fare_scaled', 'age_scaled']",Decision Tree,79.83
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Random Forest,79.8
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Naive Bayes,79.8
10,"['pclass', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'true_fare_scaled', 'age_scaled']",Logistic Regression,79.8
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Naive Bayes,79.8
60,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Random Forest,79.76
60,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Naive Bayes,79.75
40,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Naive Bayes,79.73
40,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Naive Bayes,79.73
60,"['pclass', 'is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'true_fare_scaled', 'age_scaled']",Random Forest,79.72
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",KNN,79.7
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",KNN,79.7
10,"['sex', 'age', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6']",Gradient Boosting,79.69
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Random Forest,79.69
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Decision Tree,79.69
5,"['pclass', 'age_scaled', 'true_fare_scaled', 'family_size', 'group_size', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'title_7']",Random Forest,79.68
60,"['pclass', 'is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'true_fare_scaled', 'age_scaled']",Logistic Regression,79.68
5,"['family_size', 'group_size', 'sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Naive Bayes,79.68
10,"['sex', 'age', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6']",SVC,79.68
40,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Decision Tree,79.67
60,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Random Forest,79.63
60,"['is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'true_fare_scaled', 'age_scaled']",Logistic Regression,79.62
30,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Decision Tree,79.61
20,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Naive Bayes,79.59
20,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Naive Bayes,79.59
20,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Naive Bayes,79.59
10,"['pclass', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'true_fare_scaled', 'age_scaled']",Random Forest,79.58
10,"['pclass', 'is_alone', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled', 'family_scaled', 'group_scaled']",Decision Tree,79.58
5,"['family_size', 'group_size', 'sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Random Forest,79.58
4,"['pclass', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled']",Naive Bayes,79.57
10,"['sex', 'age']",Gradient Boosting,79.57
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Decision Tree,79.57
10,"['sex', 'age_scaled']",Gradient Boosting,79.57
60,"['pclass', 'is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'true_fare_scaled', 'age_scaled']",Logistic Regression,79.56
50,"['pclass', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'true_fare_scaled', 'age_scaled']",Decision Tree,79.51
5,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled']",Decision Tree,79.47
10,"['pclass', 'is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'true_fare_scaled', 'age_scaled']",Logistic Regression,79.46
60,"['pclass', 'is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'true_fare', 'true_fare_scaled', 'age_scaled']",KNN,79.42
60,"['is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'true_fare_scaled', 'age_scaled']",Naive Bayes,79.4
60,"['is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'true_fare_scaled', 'age_scaled']",MLP,79.39
5,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled']",Random Forest,79.36
5,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled']",Random Forest,79.36
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled']",Random Forest,79.35
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled']",Random Forest,79.35
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Random Forest,79.35
20,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Decision Tree,79.35
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",SVC,79.28
60,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Decision Tree,79.25
20,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Decision Tree,79.25
40,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Decision Tree,79.25
10,"['pclass', 'is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'true_fare_scaled', 'age_scaled']",SVC,79.24
10,"['sex', 'age', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6']",Logistic Regression,79.24
10,"['pclass', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'true_fare_scaled', 'age_scaled']",SVC,79.24
60,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Naive Bayes,79.2
60,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Naive Bayes,79.2
60,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Naive Bayes,79.2
60,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Decision Tree,79.18
60,"['pclass', 'is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'true_fare', 'true_fare_scaled', 'age_scaled']",Decision Tree,79.18
60,"['is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'true_fare_scaled', 'age_scaled']",Linear SVC,79.17
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Random Forest,79.13
60,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Decision Tree,79.13
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Random Forest,79.13
10,"['title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6']",Gradient Boosting,79.12
10,"['is_alone', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6']",Linear SVC,79.12
10,"['pclass', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'true_fare_scaled', 'age_scaled']",SVC,79.12
10,"['is_alone', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6']",Logistic Regression,79.12
10,"['is_alone', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6']",SVC,79.12
10,"['title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6']",Linear SVC,79.12
10,"['title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6']",SVC,79.12
10,"['title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6']",Random Forest,79.12
5,"['pclass', 'age_scaled', 'true_fare_scaled', 'family_size', 'group_size', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'title_7']",Gradient Boosting,79.12
10,"['sex', 'age', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6']",Naive Bayes,79.12
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",MLP,79.05
10,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Decision Tree,79.02
10,"['pclass', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'true_fare_scaled', 'age_scaled']",Linear SVC,79.02
10,"['title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6']",Decision Tree,79.01
10,"['is_alone', 'title_1', 'title_2', 'title_3', 'title_4', 'family_scaled', 'group_scaled']",SVC,79.01
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Decision Tree,79.01
10,"['title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6']",Logistic Regression,79.01
10,"['pclass', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'true_fare_scaled', 'age_scaled']",Linear SVC,79.01
10,"['title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6']",MLP,79.01
5,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Naive Bayes,79.01
20,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Decision Tree,78.92
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Naive Bayes,78.91
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled']",Naive Bayes,78.91
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Naive Bayes,78.9
10,"['is_alone', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6']",MLP,78.9
10,"['pclass', 'is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'true_fare_scaled', 'age_scaled']",Linear SVC,78.9
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Naive Bayes,78.9
5,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled']",Decision Tree,78.9
60,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Decision Tree,78.83
60,"['pclass', 'is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'true_fare_scaled', 'age_scaled']",Naive Bayes,78.82
10,"['pclass', 'is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'true_fare_scaled', 'age_scaled']",MLP,78.8
10,"['is_alone', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6']",Decision Tree,78.79
10,"['is_alone', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6']",Random Forest,78.79
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Decision Tree,78.79
10,"['is_alone', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6']",Gradient Boosting,78.78
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Logistic Regression,78.75
60,"['pclass', 'is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'true_fare_scaled', 'age_scaled']",Decision Tree,78.72
